"物理节点标识","平台","库表","目录描述原意","元数据匹配依据","写入关联任务","读取关联任务","写入关联任务数","读取关联任务数","图内角色","名称规则候选分类","已核代表条目","SQL词法筛查线索","无externalReads的写入关联任务","指标标签名称匹配候选","环境提示","解释状态"
"dataset:c4b197af218467f878117395e87518b04de895bd477c42aec480228a1e20aabe","mysql","d_possible_relation.t_equity_family_tree_level6_7","","PHYSICAL_IDENTITY","","61355","0","1","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:9d81d2d0f3673abe3c1267b487973f56ec6058225f943188ea0269cdc253c75e","oracle","hs_his.his_derivprice","","PHYSICAL_IDENTITY","","61356","0","1","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:fff45f97d7a32a1377a7d0df98656abe0c4c2ccbece80d0c6023b170013a83ae","mysql","db_df_enterprise.t_history_names","","PHYSICAL_IDENTITY","","61359","0","1","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:df13873b8754d702df50ca9edecee58ffb1182f461a43ad9d8dd3bf89aefa0af","hive","odata_n_uip.d_t_history_names","","PHYSICAL_IDENTITY","61359","","1","0","图内未见后续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:391e577a336909b426e16ea9ccf2f301819ddd1f8ac5cf99484afb7d01d3a5b8","oracle","wind.chinamutualfundsector","","PHYSICAL_IDENTITY","","61360","0","1","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:8df4e16f0af578ede498a652c7e957b73f72662335dfd3722b792e3025b169d8","hive","odata_n_uip.w_chinamutualfundsector","","PHYSICAL_IDENTITY","61360","69871","1","1","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:96ac81ca557f4281c24b78674ae571ef334a4b4a492c4efb18f902af29049ea2","hive","odata_n_icc.a_fundaccount","","PHYSICAL_IDENTITY","61371","63435;64075;64303","1","3","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:66888fc94d390f00adeea64c273fc8ea6a0399f69d93234738e61b7a2449fd81","mysql","d_possible_relation.t_equity_family_tree_level6_13","","PHYSICAL_IDENTITY","","61375","0","1","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:3c9ccd4e787e7f8c37f3ee36615bdc5a75ea710f27438335e3ea1480c9c03f01","postgre","ssgsgqjl.tgqjl_jljhgl","","PHYSICAL_IDENTITY","","61382","0","1","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:e9f8d4d26c0db22899ec6d750258f2671c5c1585ad5ed29d8e384b5924703162","hive","odata_n_crm.c_tgqjl_jljhgl","","PHYSICAL_IDENTITY","61382","75003;75005;79088","1","3","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:1dfa0d0c9eca4de969060cd39e1b544bb5362b842419a772fbdd09cce9fb93b5","mysql","d_possible_relation.t_equity_family_tree_level6_3","","PHYSICAL_IDENTITY","","61389","0","1","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:420df671a5f46a85083b1ba79cb1111d786b745789464a755ffd13055894b39e","mysql","d_possible_relation.t_equity_family_tree_level6_1","","PHYSICAL_IDENTITY","","61390","0","1","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:8eed1037cf0607473dd51dcfd3d46876e491242621816a8bc5310a65cabb5d4d","mysql","d_possible_relation.t_equity_family_tree_level6_0","","PHYSICAL_IDENTITY","","61391","0","1","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:6fcd9cbbe95447b828d2e03d99e21074d917cef6d0f6ceeb8a442d266db19712","mysql","d_possible_relation.t_equity_family_tree_level6_2","","PHYSICAL_IDENTITY","","61393","0","1","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:efa2154cd5ce12a878dc38fd0b6afadd1c9f265354d6cd0d18e1b11c09013b2a","hive","odata_n_pas.j_hssorg_org","组织表","PHYSICAL_IDENTITY","141676","61476;61492;61524;61540;61564;61609;61641;61645;87152;127023;145723;146581;148415;186350","1","14","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:8c0592a1b30a84b640548bd540d7b2691afbfc09b00c527169e793be68bd875f","hive","odata_n_pas.j_hssorg_org_ver","组织版本信息表","PHYSICAL_IDENTITY","141673","61476;61492;61524;61540;61564;61584;61609;61641;61645;87152;127023;145723;146581;148415;186350","1","15","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:d4e6292482cfcdf197a51da17a4ed01b6a65cca9711f5c3a31e8a5d979962a69","hive","pdata_n.t04_inr_org","内部机构","PHYSICAL_IDENTITY","61476;61520;61523;61543;61638;89514;91096;94260;165634","61593;63376;63446;93115;123776;127360;134442;137368;169945;186430;230140","9","11","有写入且被继续读取","","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:ee33869f36de2ee34bb32c3cb9be20b8607414450ebcd494a8fcb3c0927f2ca5","hive","temp.t04_inr_org_name_h_temp_lps001","","PHYSICAL_IDENTITY","","61491","0","1","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:f41a09dfc419c33b848033a50eaa263d3e2bd10d2fc632bc669620484fbee9a2","hive","odata_n_ioa.i_gf_department","","PHYSICAL_IDENTITY","63031;71238","61493;61494;61543;61608;73031;73034;87152;175974;243236","2","9","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:f7b640c95cab60e9035e399622a5f4adb7670c963709240b8afc22469ebdde5a","hive","temp.t04_oas_inr_org_temp","","PHYSICAL_IDENTITY","","61493","0","1","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:fe4fb2c37cf5c5b12f25749f2b30939ae3bcc0fd262a8a1e20024e85e2130b0d","hive","temp.t04_oas_inr_org_mid","","PHYSICAL_IDENTITY","","61493","0","1","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:f3220d17adb7ad0f6af98219cb6f23d95aef21d31d05d485365086740340522b","hive","pdata_n.t04_oas_inr_org","OA内部机构","PHYSICAL_IDENTITY","61493","63376;93115;105743;107383;121433;121434;123776;127360;133136;137368;169945;170132;230140","1","13","有写入且被继续读取","","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:29b4491a7f852b46d4900098d669196dca6fe5848546cc56f99c2514c4ef6bc0","hive","temp.t04_inr_org_name_h_temp_ioa006","","PHYSICAL_IDENTITY","","61494","0","1","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:583f487b989172b44cd72a3321787d67a005444aca71b842e2fede0de17b339a","hive","temp.t04_inr_org_name_h_mid_ioa006","","PHYSICAL_IDENTITY","","61494","0","1","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:eafa58d3a685e8b428cf9dc34fb7da5d92f51b586b50b2790b70b4fee35fdefb","hive","odata_n_pas.j_hssemp_employee_basedoc_ver","【AI】员工档案版本","PHYSICAL_IDENTITY","141666","61497;61524;61546;61547;61629;61645;87450;132906;153221;153222;168290;186350","1","12","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:6235c04014ca24ee658a6b5e3cf71a79b4a11c8894780d85c905a2c3396b38fc","hive","pdata_n.t04_emp_frnt","员工表前置-用于加工智慧人力员工范围-临时表","PHYSICAL_IDENTITY","186350","61497;61521;61524;61540;61546;61547;61629;61645;87152;87450;132906;146581;153220;153221;153222;160710;176156;193982;199864;208648","1","20","有写入且被继续读取","","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:2a1c364265e9e25d8297d79c783740a56027676178e1251b72c72648f0466fed","hive","pdata_n.t04_emp_idty_info_h","员工鉴别信息历史","PHYSICAL_IDENTITY","61497","","1","0","图内未见后续读取","","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:9891a3ee5a8effd825f12f09fc58ac43159a96e22408a2b1fd405e242e3444ff","hive","odata_n_rms.rd_q_org_grp_rela","研究方向一二级映射表","PHYSICAL_IDENTITY","61602","61501","1","1","有写入且被继续读取","公共参数、行情与应用支撑","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:2e5721c8ac7e66b4ea035520cec268e0415a9a778c20fc730cd36d7ecd3e52fc","hive","pdata_n.t04_emp_grp","员工组","PHYSICAL_IDENTITY","61501;61639","63446","2","1","有写入且被继续读取","","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:16d65077303f92c26c63b173e65c2ed86c9f9eb13da564a916ed02270de49c3a","oracle","gfzq.t_system_webuser_binds","","NAME_CANDIDATE","","61510","0","1","仅见读取","公共参数、行情与应用支撑","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:9c6eb0c4bb84584b7696d2b321182887fcff3bb2a17083a57cd02c32171e0ede","hive","odata_n_cfm.g_t_system_webuser_binds","","PHYSICAL_IDENTITY","61510","199019","1","1","有写入且被继续读取","公共参数、行情与应用支撑","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:1a9bf52fa389076c9effde9469e8056a9379a6b6c29d13a9811f579f929d79d7","hive","temp.t04_inr_org_temp_lps001","","PHYSICAL_IDENTITY","","61520","0","1","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:77d0e8c5015851b10d98d6f3d4894c971cd35d4290f3b3bb2071ca5090335dfe","hive","odata_n_pas.j_hssemp_employee_other","其他个人信息","PHYSICAL_IDENTITY","141926","61521;61645;87450;168290;186350","1","5","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:1dafa3696b2c51f678dee80a3f470ee20f8f6be127d0ea359104da6424d1e799","hive","odata_n_pas.j_hssemp_employee_other_ver","其他个人信息版本表","PHYSICAL_IDENTITY","141889","61521;61645;87450;168290;186350","1","5","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:bd08e56b40d4078926545fa32c45ffbc203e18f957c9d9bb0564e2af3e343475","hive","odata_n_pas.j_hssemp_employee_post","员工分配信息表","PHYSICAL_IDENTITY","141888","61521;61524;61540;61629;61645;87152;153220;160710;186350;208648","1","10","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:89dc9a9c1f4a0159fde3bf76fa94b0b13d762d7444a3440824358077f0bbb926","hive","odata_n_pas.j_hssemp_employee_post_ver","员工分配信息版本表","PHYSICAL_IDENTITY","141668","61521;61524;61540;61629;61645;87152;153220;186350;208648","1","9","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:ac92afa3a3b909dec729ea7c8058d0891c7c5779162a0e5374ea84d1445d9260","hive","odata_n_pas.j_hssbsi_defdoc_detail","【AI】自定义档案子表","PHYSICAL_IDENTITY","142152","61521;61524;61540;61547;61564;61580;61584;61629;61645;153220;163965;186350","1","12","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:ecbe9e83b04b6847a48bcaad8458abab89bbb8a7384fb1f39fc72864f207cefb","hive","odata_n_pas.j_hssemp_employee_post_status","分配状态表","PHYSICAL_IDENTITY","141887","61521;61524;61540;61629;61645;87152;153220;186350","1","8","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:b58ca81430c6d45ecf3bd8b01fbe2f90571757c5b4cdd2c5846dd7011cbc3220","hive","pdata_n.t04_emp_stat_h","历史拉链表，用于存放员工状态（如在职、离职、休假）历史记录，按照状态类型记录员工在不同时期的有效状态代码。","PHYSICAL_IDENTITY","61521","","1","0","图内未见后续读取","","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:1b80a51ab48fa2a199cc114ab246b22b8223d7c19bb9004768e8cb1cd4e91ef2","hive","temp.t04_inr_org_temp_rcc001","","PHYSICAL_IDENTITY","","61523","0","1","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:d2c8428e2d346a2570eb33e8ffc2e204eb7038ad178dfab44ef673a6fdd3f64c","hive","odata_n_pas.j_hssorg_post","岗位表","PHYSICAL_IDENTITY","141671","61524;61584;61645","1","3","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:f1d8d9e34c86d604e5a176b300b3ee6613446ec65ddfddf60f0a0d128ee0d25a","hive","odata_n_pas.j_hssorg_post_ver","岗位版本表","PHYSICAL_IDENTITY","141557","61524;61584;61645","1","3","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:e1dafc76f9e26b9688cc8edda802df7f93a561c67d28154d661d4bd0a879a0f4","hive","odata_n_pas.j_hssemp_employee_basedoc","员工基础信息表","PHYSICAL_IDENTITY","141936","61524;61547;61629;61645;132906;153222;168290;186350","1","8","有写入且被继续读取","","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:4d5cb2ecd7735c5dcf9d2b0896e515c46ea4c16f8e5fba8b85b79bbd72fd7be0","hive","pdata_n.ref_cd_cvt_map_temp","代码转换对照临时表","PHYSICAL_IDENTITY","","61524;61645;103943;105074;110346;114023;121575;121720;124561;180284;194780;200060;202899;202900;207935;208593;209862;211547;211856;211929;212185;216176;216182;216526;218212;221601;225926;226111;228970;229582;229762;231741;243712","0","33","仅见读取","公共参数、行情与应用支撑","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:9199f273af152e1ce70da2a7a52868fadfc8535b34eaa4bfa37b50c8a021c6f6","hive","pdata_n.t04_emp_pos_asgn_h","员工职位分配历史","PHYSICAL_IDENTITY","61524;99570","136990;169392;191371","2","3","有写入且被继续读取","","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:7f2b7cc2cffc64fa19530c86ea7490fee7fe0ee469285fb619180fff5d00e275","hive","odata_n_erp.a_fnd_flex_value_norm_hierarchy","","PHYSICAL_IDENTITY","61563","61536","1","1","有写入且被继续读取","持仓、风险与盈亏分析","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:0cc0819a31b8c6fb6acff3efea562a44c117e512be6b8ca6669d483d8b824ad5","hive","pdata_n.t04_inr_org_rela_h_erp038_temp","","PHYSICAL_IDENTITY","","61536","0","1","仅见读取","","","","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:76bcc71e2293601d21b5e64bd773b5966b48ef0db41e4adcbee50962f04be725","hive","pdata_n.t04_inr_org_rela_h","内部机构关系历史","PHYSICAL_IDENTITY","61536;61606;61607;61608;61609;61610;89511;91098;94421;165637","61593;63376;63400;63446;66109;93115;125840;136990;145651;147945;147985;150023;169945;171292;175419;175427;176693;191371;192442;201463;202354;207070;209813;209817;210140;210413;212720;212721;243781","10","29","有写入且被继续读取","","","多来源或计算线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:2ae56f7acac054a386a803d126462d42b755417f8ff7e15bc339095b83340dac","hive","odata_n_ioa.i_gf_user_del","已删除的用户信息表（同步）","PHYSICAL_IDENTITY","63036;71419","61539;61612;73031;73034;87152;99570;134215","2","7","有写入且被继续读取","公共参数、行情与应用支撑","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
"dataset:7bd7115e1a02453f7db5827ae92c820d2a5dc8f020c2917a1230f7230880493a","hive","pdata_n.t04_oas_user_adtnl_info","OA用户附加信息","PHYSICAL_IDENTITY","61539;61655","","2","0","图内未见后续读取","公共参数、行情与应用支撑","","未见复杂算子线索","","","环境未凭名称确认","仅目录与结构候选，未逐分支核对"
